"zip","population","city","county"
"13053",4861,"Dryden","Tompkins"
"12887",4857,"Whitehall","Washington"
"13407",4830,"Mohawk","Herkimer"
"12946",4819,"Lake Placid","Essex"
"10560",4814,"North Salem","Westchester"
"14883",4808,"Spencer","Tioga"
"12084",4806,"Guilderland","Albany"
"12883",4790,"Ticonderoga","Essex"
"14787",4759,"Westfield","Chautauqua"
"14105",4745,"Middleport","Niagara"
"10532",4739,"Hawthorne","Westchester"
"12498",4713,"Woodstock","Ulster"
"12446",4683,"Kerhonkson","Ulster"
"13452",4671,"Saint Johnsville","Montgomery"
"11514",4644,"Carle Place","Nassau"
"12816",4642,"Cambridge","Washington"
"11804",4639,"Old Bethpage","Nassau"
"14546",4614,"Scottsville","Monroe"
"12053",4611,"Delanson","Schenectady"
"12845",4610,"Lake George","Warren"
"12157",4597,"Schoharie","Schoharie"
"14541",4584,"Romulus","Seneca"
"10916",4582,"Campbell Hall","Orange"
"14136",4574,"Silver Creek","Chautauqua"
"14510",4571,"Mount Morris","Livingston"
"12833",4544,"Greenfield Center","Saratoga"
"14512",4542,"Naples","Ontario"
"14891",4536,"Watkins Glen","Schuyler"
"13140",4534,"Port Byron","Cayuga"
"12545",4517,"Millbrook","Dutchess"
"12037",4489,"Chatham","Columbia"
"14423",4479,"Caledonia","Livingston"
"11568",4470,"Old Westbury","Nassau"
"13849",4449,"Unadilla","Otsego"
"12885",4437,"Warrensburg","Warren"
"13602",4383,"Fort Drum","Jefferson"
"10963",4367,"Otisville","Orange"
"12871",4361,"Schuylerville","Saratoga"
"12580",4359,"Staatsburg","Dutchess"
"14042",4359,"Delevan","Cattaraugus"
"14080",4323,"Holland","Erie"
"10464",4322,"Bronx","Bronx"
"10524",4317,"Garrison","Putnam"
"11715",4287,"Blue Point","Suffolk"
"14750",4277,"Lakewood","Chautauqua"
"14737",4272,"Franklinville","Cattaraugus"
"12134",4232,"Northville","Fulton"
"13074",4230,"Hannibal","Oswego"
"13329",4211,"Dolgeville","Herkimer"
"13082",4201,"Kirkville","Onondaga"
"14802",4171,"Alfred","Allegany"
"12594",4150,"Wingdale","Dutchess"
"11944",4144,"Greenport","Suffolk"
"12148",4143,"Rexford","Saratoga"
"12122",4137,"Middleburgh","Schoharie"
"14548",4132,"Shortsville","Ontario"
"10928",4132,"Highland Falls","Orange"
"13803",4131,"Marathon","Cortland"
"13460",4122,"Sherburne","Chenango"
"11796",4112,"West Sayville","Suffolk"
"12929",4103,"Dannemora","Clinton"
"10548",4087,"Montrose","Westchester"
"12196",4072,"West Sand Lake","Rensselaer"
"13862",4053,"Whitney Point","Broome"
"13456",4039,"Sauquoit","Oneida"
"14532",3998,"Phelps","Ontario"
"14882",3998,"Lansing","Tompkins"
"12027",3996,"Burnt Hills","Saratoga"
"14772",3995,"Randolph","Cattaraugus"
"13811",3988,"Newark Valley","Tioga"
"14485",3976,"Lima","Livingston"
"12790",3933,"Wurtsboro","Sullivan"
"14433",3920,"Clyde","Wayne"
"13833",3890,"Port Crane","Broome"
"10925",3886,"Greenwood Lake","Orange"
"13838",3873,"Sidney","Delaware"
"13308",3867,"Blossvale","Oneida"
"13317",3847,"Canajoharie","Montgomery"
"12083",3830,"Greenville","Greene"
"13084",3814,"La Fayette","Onondaga"
"10921",3812,"Florida","Orange"
"13033",3807,"Cato","Cayuga"
"14025",3784,"Boston","Erie"
"13354",3777,"Holland Patent","Oneida"
"13748",3766,"Conklin","Broome"
"12809",3751,"Argyle","Washington"
"14202",3749,"Buffalo","Erie"
"12443",3721,"Hurley","Ulster"
"13439",3720,"Richfield Springs","Otsego"
"13637",3720,"Evans Mills","Jefferson"
"13634",3706,"Dexter","Jefferson"
"12758",3699,"Livingston Manor","Sullivan"
"12944",3683,"Keeseville","Essex"
"12404",3679,"Accord","Ulster"
"14733",3655,"Falconer","Chautauqua"
"13743",3630,"Candor","Tioga"
"13476",3617,"Vernon","Oneida"
"14416",3611,"Bergen","Genesee"
"12543",3586,"Maybrook","Orange"
"13408",3584,"Morrisville","Madison"
"12992",3565,"West Chazy","Clinton"
"11954",3563,"Montauk","Suffolk"
"13132",3557,"Pennellville","Oswego"
"12526",3530,"Germantown","Columbia"
"11697",3527,"Breezy Point","Queens"
"14125",3514,"Oakfield","Genesee"
"11732",3505,"East Norwich","Nassau"
"10987",3499,"Tuxedo Park","Orange"
"10926",3482,"Harriman","Orange"
"13030",3470,"Bridgeport","Onondaga"
"12865",3470,"Salem","Washington"
"14823",3467,"Canisteo","Steuben"
"12827",3455,"Fort Ann","Washington"
"13116",3447,"Minoa","Onondaga"
"10998",3428,"Westtown","Orange"
"13655",3418,"Hogansburg","Franklin"
"14757",3371,"Mayville","Chautauqua"
"12487",3370,"Ulster Park","Ulster"
"11794",3363,"Stony Brook","Suffolk"
"12015",3347,"Athens","Greene"
"14062",3331,"Forestville","Chautauqua"
"13491",3330,"West Winfield","Herkimer"
"14738",3319,"Frewsburg","Chautauqua"
"12484",3318,"Stone Ridge","Ulster"
"13131",3317,"Parish","Oswego"
"11749",3315,"Islandia","Suffolk"
"10004",3310,"New York City","New York"
"12413",3290,"Cairo","Greene"
"14719",3283,"Cattaraugus","Cattaraugus"
"10006",3260,"New York City","New York"
"13478",3257,"Verona","Oneida"
"12154",3249,"Schaghticoke","Rensselaer"
"12846",3248,"Lake Luzerne","Warren"
"14710",3244,"Ashville","Chautauqua"
"10958",3236,"New Hampton","Orange"
"13480",3235,"Waterville","Oneida"
"13080",3227,"Jordan","Onondaga"
"12458",3223,"Napanoch","Ulster"
"11719",3209,"Brookhaven","Suffolk"
"12449",3208,"Lake Katrine","Ulster"
"14812",3200,"Beaver Dams","Schuyler"
"13668",3196,"Norwood","St. Lawrence"
"10974",3189,"Sloatsburg","Rockland"
"12117",3163,"Mayfield","Fulton"
"12138",3156,"Petersburg","Rensselaer"
"11955",3149,"Moriches","Suffolk"
"14111",3146,"North Collins","Erie"
"14755",3146,"Little Valley","Cattaraugus"
"14543",3145,"Rush","Monroe"
"14821",3141,"Campbell","Steuben"
"10588",3102,"Shrub Oak","Westchester"
"13795",3093,"Kirkwood","Broome"
"13411",3092,"New Berlin","Chenango"
"11724",3089,"Cold Spring Harbor","Suffolk"
"14521",3077,"Ovid","Seneca"
"11718",3070,"Brightwaters","Suffolk"
"14807",3070,"Arkport","Steuben"
"13417",3066,"New York Mills","Oneida"
"12072",3065,"Fultonville","Montgomery"
"14712",3051,"Bemus Point","Chautauqua"
"13060",3050,"Elbridge","Onondaga"
"13471",3045,"Taberg","Oneida"
"13787",3039,"Harpursville","Broome"
"12068",3029,"Fonda","Montgomery"
"14098",3028,"Lyndonville","Orleans"
"13691",3016,"Theresa","Jefferson"
"11935",3008,"Cutchogue","Suffolk"
"13461",2987,"Sherrill","Oneida"
"11978",2981,"Westhampton Beach","Suffolk"
"12520",2970,"Cornwall On Hudson","Orange"
"12525",2966,"Gardiner","Ulster"
"12074",2957,"Galway","Saratoga"
"13438",2944,"Remsen","Oneida"
"12788",2909,"Woodbourne","Sullivan"
"14735",2900,"Fillmore","Allegany"
"13825",2888,"Otego","Otsego"
"13754",2883,"Deposit","Broome"
"12850",2866,"Middle Grove","Saratoga"
"14517",2846,"Nunda","Livingston"
"14081",2844,"Irving","Chautauqua"
"12821",2839,"Comstock","Washington"
"12921",2835,"Chazy","Clinton"
"13656",2834,"La Fargeville","Jefferson"
"12546",2824,"Millerton","Dutchess"
"13332",2823,"Earlville","Chenango"
"14561",2815,"Stanley","Ontario"
"12547",2810,"Milton","Ulster"
"12919",2805,"Champlain","Clinton"
"14865",2784,"Montour Falls","Schuyler"
"14172",2781,"Wilson","Niagara"
"13667",2781,"Norfolk","St. Lawrence"
"12514",2772,"Clinton Corners","Dutchess"
"10537",2769,"Lake Peekskill","Putnam"
"14770",2761,"Portville","Cattaraugus"
"13167",2756,"West Monroe","Oswego"
"13044",2742,"Constantia","Oswego"
"12966",2732,"North Bangor","Franklin"
"14840",2730,"Hammondsport","Steuben"
"11549",2728,"Hempstead","Nassau"
"14724",2723,"Clymer","Chautauqua"
"13613",2698,"Brasher Falls","St. Lawrence"
"14809",2676,"Avoca","Steuben"
"14853",2663,"Ithaca","Tompkins"
"12167",2663,"Stamford","Delaware"
"10984",2661,"Thiells","Rockland"
"13783",2659,"Hancock","Delaware"
"12183",2647,"Troy","Albany"
"12531",2645,"Holmes","Dutchess"
"12918",2641,"Cadyville","Clinton"
"14716",2640,"Brocton","Chautauqua"
"13730",2630,"Afton","Chenango"
"11977",2629,"Westhampton","Suffolk"
"12567",2608,"Pine Plains","Dutchess"
"13164",2607,"Warners","Onondaga"
"13654",2603,"Heuvelton","St. Lawrence"
"13620",2592,"Castorland","Lewis"
"14715",2585,"Bolivar","Allegany"
"12056",2543,"Duanesburg","Schenectady"
"14604",2536,"Rochester","Monroe"
"12835",2530,"Hadley","Saratoga"
"12075",2530,"Ghent","Columbia"
"14525",2524,"Pavilion","Genesee"
"14775",2520,"Ripley","Chautauqua"
"10973",2510,"Slate Hill","Orange"
"14817",2508,"Brooktondale","Tompkins"
"11548",2491,"Greenvale","Nassau"
"13092",2484,"Locke","Cayuga"
"10968",2466,"Piermont","Rockland"
"13606",2456,"Adams Center","Jefferson"
"13101",2448,"Mc Graw","Cortland"
"12759",2443,"Loch Sheldrake","Sullivan"
"12916",2436,"Brushton","Franklin"
"12979",2435,"Rouses Point","Clinton"
"13146",2433,"Savannah","Wayne"
"14034",2428,"Collins","Erie"
"12859",2425,"Porter Corners","Saratoga"
"14739",2421,"Friendship","Allegany"
"13658",2414,"Lisbon","St. Lawrence"
"12981",2401,"Saranac","Clinton"
"12920",2387,"Chateaugay","Franklin"
"14471",2385,"Honeoye","Ontario"
"13042",2383,"Cleveland","Oswego"
"12926",2380,"Constable","Franklin"
"12023",2376,"Berne","Albany"
"13424",2375,"Oriskany","Oneida"
"14847",2375,"Interlaken","Seneca"
"14012",2374,"Barker","Niagara"
"13040",2370,"Cincinnatus","Cortland"
"12776",2361,"Roscoe","Sullivan"
"12149",2358,"Richmondville","Schoharie"
"13363",2358,"Lee Center","Oneida"
"14170",2350,"West Falls","Erie"
"13459",2343,"Sharon Springs","Schoharie"
"14516",2338,"North Rose","Wayne"
"14873",2328,"Prattsburgh","Steuben"
"14435",2327,"Conesus","Livingston"
"14560",2320,"Springwater","Livingston"
"13493",2318,"Williamstown","Oswego"
"14005",2312,"Alexander","Genesee"
"10976",2300,"Sparkill","Rockland"
"10511",2300,"Buchanan","Westchester"
"13143",2300,"Red Creek","Wayne"
"12106",2299,"Kinderhook","Columbia"
"11964",2287,"Shelter Island","Suffolk"
"14544",2280,"Rushville","Yates"
"14627",2280,"Rochester","Monroe"
"14782",2272,"Sinclairville","Chautauqua"
"14826",2271,"Cohocton","Steuben"
"13626",2271,"Copenhagen","Lewis"
"14476",2270,"Kendall","Orleans"
"12207",2264,"Albany","Albany"
"14813",2264,"Belmont","Allegany"
"13797",2262,"Lisle","Broome"
"12094",2260,"Johnsonville","Rensselaer"
"13812",2258,"Nichols","Tioga"
"14879",2257,"Savona","Steuben"
"13409",2255,"Munnsville","Madison"
"14533",2254,"Piffard","Livingston"
"11005",2249,"Floral Park","Queens"
"12817",2243,"Chestertown","Warren"
"13160",2242,"Union Springs","Cayuga"
"13843",2241,"South New Berlin","Chenango"
"13685",2238,"Sackets Harbor","Jefferson"
"13612",2233,"Black River","Jefferson"
"12581",2231,"Stanfordville","Dutchess"
"13673",2231,"Philadelphia","Jefferson"
"14767",2224,"Panama","Chautauqua"
"13616",2202,"Calcium","Jefferson"
"13110",2198,"Marietta","Onondaga"
"13324",2195,"Cold Brook","Herkimer"
"12910",2190,"Altona","Clinton"
"12057",2176,"Eagle Bridge","Washington"
"12780",2165,"Sparrow Bush","Orange"
"12583",2160,"Tivoli","Dutchess"
"14058",2160,"Elba","Genesee"
"12501",2158,"Amenia","Dutchess"
"12974",2152,"Port Henry","Essex"
"12775",2151,"Rock Hill","Sullivan"
"13425",2143,"Oriskany Falls","Oneida"
"12197",2139,"Worcester","Otsego"
"12173",2139,"Stuyvesant","Columbia"
"13622",2138,"Chaumont","Jefferson"
"13320",2119,"Cherry Valley","Otsego"
"12466",2110,"Port Ewen","Ulster"
"12121",2110,"Melrose","Rensselaer"
"14744",2103,"Houghton","Allegany"
"12578",2100,"Salt Point","Dutchess"
"13120",2092,"Nedrow","Onondaga"
"13736",2086,"Berkshire","Tioga"
"12996",2084,"Willsboro","Essex"
"13416",2079,"Newport","Herkimer"
"14422",2074,"Byron","Genesee"
"14427",2073,"Castile","Wyoming"
"12747",2072,"Hurleyville","Sullivan"
"14806",2060,"Andover","Allegany"
"13648",2056,"Harrisville","Lewis"
"12748",2042,"Jeffersonville","Sullivan"
"14838",2039,"Erin","Chemung"
"13076",2037,"Hastings","Oswego"
"13495",2035,"Yorkville","Oneida"
"14818",2029,"Burdett","Schuyler"
"14171",2029,"West Valley","Cattaraugus"
"12928",2029,"Crown Point","Essex"
"13083",2027,"Lacona","Oswego"
"14139",2020,"South Wales","Erie"
"12958",2020,"Mooers","Clinton"
"14747",2015,"Kennedy","Chautauqua"
"12789",2009,"Woodridge","Sullivan"
"12185",2007,"Valley Falls","Rensselaer"
"12137",1993,"Pattersonville","Schenectady"
"12168",1993,"Stephentown","Rensselaer"
"14726",1980,"Conewango Valley","Cattaraugus"
"12155",1979,"Schenevus","Otsego"
"12070",1974,"Fort Johnson","Montgomery"
"14743",1938,"Hinsdale","Cattaraugus"
"12575",1930,"Rock Tavern","Orange"
"12577",1929,"Salisbury Mills","Orange"
"12740",1927,"Grahamsville","Sullivan"
"13034",1925,"Cayuga","Cayuga"
"12052",1921,"Cropseyville","Rensselaer"
"12529",1919,"Hillsdale","Columbia"
"14481",1906,"Leicester","Livingston"
"12912",1903,"Au Sable Forks","Clinton"
"13431",1902,"Poland","Herkimer"
"14718",1899,"Cassadaga","Chautauqua"
"12193",1888,"Westerlo","Albany"
"14814",1883,"Big Flats","Chemung"
"14030",1882,"Chaffee","Erie"
"12516",1882,"Copake","Columbia"
"12937",1880,"Fort Covington","Franklin"
"13646",1879,"Hammond","St. Lawrence"
"14711",1874,"Belfast","Allegany"
"12486",1874,"Tillson","Ulster"
"10526",1860,"Goldens Bridge","Westchester"
"14880",1847,"Scio","Allegany"
"11976",1847,"Water Mill","Suffolk"
"12066",1837,"Esperance","Montgomery"
"10986",1836,"Tomkins Cove","Rockland"
"12853",1834,"North Creek","Warren"
"13734",1828,"Barton","Tioga"
"13063",1827,"Fabius","Onondaga"
"14203",1819,"Buffalo","Erie"
"12523",1810,"Elizaville","Columbia"
"12737",1800,"Glen Spey","Sullivan"
"14741",1796,"Great Valley","Cattaraugus"
"11509",1790,"Atlantic Beach","Nassau"
"14167",1788,"Varysburg","Wyoming"
"14138",1786,"South Dayton","Cattaraugus"
"14781",1782,"Sherman","Chautauqua"
"13775",1780,"Franklin","Delaware"
"10922",1778,"Fort Montgomery","Orange"
"12192",1778,"West Coxsackie","Greene"
"13697",1776,"Winthrop","St. Lawrence"
"13158",1772,"Truxton","Cortland"
"14898",1772,"Woodhull","Steuben"
"12764",1770,"Narrowsburg","Sullivan"
"11941",1770,"Eastport","Suffolk"
"13111",1769,"Martville","Cayuga"
"12977",1763,"Ray Brook","Essex"
"13327",1762,"Croghan","Lewis"
"13809",1761,"Mount Upton","Chenango"
"13156",1757,"Sterling","Cayuga"
"14804",1739,"Almond","Allegany"
"12870",1736,"Schroon Lake","Essex"
"12481",1732,"Shokan","Ulster"
"13304",1726,"Barneveld","Oneida"
"12059",1719,"East Berne","Albany"
"14040",1719,"Darien Center","Genesee"
"14101",1718,"Machias","Cattaraugus"
"14065",1705,"Freedom","Cattaraugus"
"13026",1705,"Aurora","Cayuga"
"12779",1701,"South Fallsburg","Sullivan"
"12463",1700,"Palenville","Greene"
"13608",1698,"Antwerp","Jefferson"
"12060",1687,"East Chatham","Columbia"
"13679",1686,"Redwood","Jefferson"
"13112",1683,"Memphis","Onondaga"
"12140",1681,"Poestenkill","Rensselaer"
"14013",1680,"Basom","Genesee"
"12592",1671,"Wassaic","Dutchess"
"13024",1671,"Auburn","Cayuga"
"13428",1668,"Palatine Bridge","Montgomery"
"12491",1660,"West Hurley","Ulster"
"13433",1657,"Port Leyden","Lewis"
"12515",1657,"Clintondale","Ulster"
"12729",1650,"Cuddebackville","Orange"
"10917",1650,"Central Valley","Orange"
"13680",1643,"Rensselaer Falls","St. Lawrence"
"13660",1641,"Madrid","St. Lawrence"
"13052",1626,"De Ruyter","Madison"
"13328",1622,"Deansboro","Oneida"
"13661",1609,"Mannsville","Jefferson"
"13144",1608,"Richland","Oswego"
"13490",1606,"Westmoreland","Oneida"
"12783",1605,"Swan Lake","Sullivan"
"12093",1602,"Jefferson","Schoharie"
"12062",1601,"East Nassau","Rensselaer"
"14504",1593,"Manchester","Ontario"
"14889",1580,"Van Etten","Chemung"
"13746",1578,"Chenango Forks","Broome"
"14478",1577,"Keuka Park","Yates"
"13343",1572,"Glenfield","Lewis"
"14028",1571,"Burt","Niagara"
"12430",1570,"Fleischmanns","Delaware"
"12723",1561,"Callicoon","Sullivan"
"13650",1559,"Henderson","Jefferson"
"12957",1559,"Moira","Franklin"
"14591",1556,"Wyoming","Wyoming"
"12067",1554,"Feura Bush","Albany"
"14054",1554,"East Bethany","Genesee"
"12455",1553,"Margaretville","Delaware"
"14008",1547,"Appleton","Niagara"
"13652",1544,"Hermon","St. Lawrence"
"14466",1526,"Hemlock","Livingston"
"13618",1525,"Cape Vincent","Jefferson"
"13808",1524,"Morris","Otsego"
"12521",1522,"Craryville","Columbia"
"14129",1519,"Perrysburg","Cattaraugus"
"12496",1516,"Windham","Greene"
"13630",1515,"De Kalb Junction","St. Lawrence"
"12116",1506,"Maryland","Otsego"
"10964",1506,"Palisades","Rockland"
"13054",1500,"Durhamville","Oneida"
"12504",1490,"Annandale On Hudson","Dutchess"
"12993",1486,"Westport","Essex"
"13302",1483,"Altmar","Oswego"
"12472",1482,"Rosendale","Ulster"
"12959",1474,"Mooers Forks","Clinton"
"13315",1471,"Burlington Flats","Otsego"
"13625",1470,"Colton","St. Lawrence"
"14477",1460,"Kent","Orleans"
"13801",1457,"Mc Donough","Chenango"
"14145",1456,"Strykersville","Wyoming"
"13303",1454,"Ava","Oneida"
"12440",1449,"High Falls","Ulster"
"13607",1445,"Alexandria Bay","Jefferson"
"13402",1441,"Madison","Madison"
"12726",1440,"Cochecton","Sullivan"
"13355",1440,"Hubbardsville","Madison"
"12935",1428,"Ellenburg Depot","Clinton"
"12451",1425,"Leeds","Greene"
"14091",1422,"Lawtons","Erie"
"14709",1421,"Angelica","Allegany"
"13145",1410,"Sandy Creek","Oswego"
"14024",1408,"Bliss","Wyoming"
"12941",1402,"Jay","Essex"
"13757",1396,"East Meredith","Delaware"
"12785",1390,"Westbrookville","Sullivan"
"10578",1386,"Purdys","Westchester"
"13335",1386,"Edmeston","Otsego"
"13348",1381,"Hartwick","Otsego"
"12086",1379,"Hagaman","Montgomery"
"13464",1368,"Smyrna","Chenango"
"13813",1368,"Nineveh","Broome"
"14102",1367,"Marilla","Erie"
"13810",1362,"Mount Vision","Otsego"
"14778",1349,"Saint Bonaventure","Cattaraugus"
"14033",1344,"Colden","Erie"
"12917",1344,"Burke","Franklin"
"12461",1343,"Olivebridge","Ulster"
"14055",1337,"East Concord","Erie"
"10505",1336,"Baldwin Place","Westchester"
"13694",1328,"Waddington","St. Lawrence"
"12423",1320,"East Durham","Greene"
"14571",1314,"Waterport","Orleans"
"13835",1310,"Richford","Tioga"
"11739",1307,"Great River","Suffolk"
"13744",1307,"Castle Creek","Broome"
"12903",1306,"Plattsburgh","Clinton"
"12151",1302,"Round Lake","Saratoga"
"13318",1300,"Cassville","Oneida"
"14731",1291,"Ellicottville","Cattaraugus"
"10919",1286,"Circleville","Orange"
"14869",1276,"Odessa","Schuyler"
"13338",1263,"Forestport","Oneida"
"12814",1259,"Bolton Landing","Warren"
"14550",1256,"Silver Springs","Wyoming"
"13839",1251,"Sidney Center","Delaware"
"10162",1240,"New York City","New York"
"13469",1238,"Stittville","Oneida"
"10501",1237,"Amawalk","Westchester"
"14858",1232,"Lindley","Steuben"
"13485",1231,"West Edmeston","Otsego"
"12719",1229,"Barryville","Sullivan"
"12502",1224,"Ancram","Columbia"
"13807",1214,"Milford","Otsego"
"12932",1210,"Elizabethtown","Essex"
"13081",1203,"King Ferry","Cayuga"
"14066",1188,"Gainesville","Wyoming"
"12076",1188,"Gilboa","Schoharie"
"13368",1184,"Lyons Falls","Lewis"
"14753",1182,"Limestone","Cattaraugus"
"13122",1181,"New Woodstock","Madison"
"13864",1181,"Willseyville","Tioga"
"12956",1180,"Mineville","Essex"
"11569",1175,"Point Lookout","Nassau"
"14861",1153,"Lowman","Chemung"
"14614",1151,"Rochester","Monroe"
"13681",1149,"Richville","St. Lawrence"
"12166",1145,"Sprakers","Montgomery"
"11939",1144,"East Marion","Suffolk"
"12837",1140,"Hampton","Washington"
"12548",1133,"Modena","Ulster"
"14860",1132,"Lodi","Seneca"
"12733",1129,"Fallsburg","Sullivan"
"12431",1125,"Freehold","Greene"
"12989",1114,"Vermontville","Franklin"
"14842",1111,"Himrod","Yates"
"13635",1108,"Edwards","St. Lawrence"
"12046",1103,"Coeymans Hollow","Albany"
"11932",1099,"Bridgehampton","Suffolk"
"10969",1098,"Pine Island","Orange"
"14723",1098,"Cherry Creek","Chautauqua"
"14109",1089,"Niagara University","Niagara"
"10546",1085,"Millwood","Westchester"
"12125",1084,"New Lebanon","Columbia"
"13334",1083,"Eaton","Madison"
"12029",1082,"Canaan","Columbia"
"14859",1076,"Lockwood","Tioga"
"12087",1069,"Hannacroix","Greene"
"12997",1067,"Wilmington","Essex"
"13420",1064,"Old Forge","Herkimer"
"13796",1063,"Laurens","Otsego"
"12913",1059,"Bloomingdale","Essex"
"12934",1059,"Ellenburg Center","Clinton"
"14728",1056,"Dewittville","Chautauqua"
"12489",1055,"Wawarsing","Ulster"
"12980",1053,"Saint Regis Falls","Franklin"
"10596",1051,"Verplanck","Westchester"
"14894",1051,"Wellsburg","Chemung"
"14555",1048,"Sodus Point","Wayne"
"10518",1041,"Cross River","Westchester"
"12967",1035,"North Lawrence","St. Lawrence"
"14740",1032,"Gerry","Chautauqua"
"10931",1031,"Hillburn","Rockland"
"13147",1031,"Scipio Center","Cayuga"
"13477",1029,"Vernon Center","Oneida"
"12815",1027,"Brant Lake","Warren"
"11957",1023,"Orient","Suffolk"
"12751",1019,"Kiamesha Lake","Sullivan"
"12092",1008,"Howes Cave","Schoharie"
"12565",997,"Philmont","Columbia"
"14769",996,"Portland","Chautauqua"
"12985",994,"Schuyler Falls","Clinton"
"14729",990,"East Otto","Cattaraugus"
"11972",983,"Speonk","Suffolk"
"13755",982,"Downsville","Delaware"
"12058",971,"Earlton","Greene"
"12456",968,"Mount Marion","Ulster"
"14846",966,"Hunt","Livingston"
"13802",964,"Maine","Broome"
"12427",962,"Elka Park","Greene"
"14864",961,"Millport","Chemung"
"12464",958,"Phoenicia","Ulster"
"13473",958,"Turin","Lewis"
"14805",958,"Alpine","Schuyler"
"12468",955,"Prattsville","Greene"
"13325",955,"Constableville","Lewis"
"14822",947,"Canaseraga","Allegany"
"13731",946,"Andes","Delaware"
"12824",946,"Diamond Point","Warren"
"14506",939,"Mendon","Monroe"
"14143",938,"Stafford","Genesee"
"14784",938,"Stockton","Chautauqua"
"12765",937,"Neversink","Sullivan"
"12474",934,"Roxbury","Delaware"
"13071",934,"Genoa","Cayuga"
"14418",932,"Branchport","Yates"
"14836",931,"Dalton","Livingston"
"12768",930,"Parksville","Sullivan"
"12585",928,"Verbank","Dutchess"
"13028",926,"Bernhards Bay","Oswego"
"12457",911,"Mount Tremper","Ulster"
"13615",905,"Brownville","Jefferson"
"14480",904,"Lakeville","Livingston"
"12442",901,"Hunter","Greene"
"13788",899,"Hobart","Delaware"
"14037",897,"Cowlesville","Wyoming"
"14507",894,"Middlesex","Yates"
"12130",892,"Niverville","Columbia"
"12914",891,"Bombay","Franklin"
"13322",888,"Clayville","Oneida"
"13752",886,"De Lancey","Delaware"
"13072",884,"Georgetown","Madison"
"14839",881,"Greenwood","Steuben"
"12863",880,"Rock City Falls","Saratoga"
"13061",877,"Erieville","Madison"
"12873",875,"Shushan","Washington"
"13361",872,"Jordanville","Herkimer"
"11765",871,"Mill Neck","Nassau"
"13406",865,"Middleville","Herkimer"
"12777",863,"Forestburgh","Sullivan"
"12150",849,"Rotterdam Junction","Schenectady"
"13684",842,"Russell","St. Lawrence"
"12160",841,"Sloansville","Schoharie"
"12970",839,"Paul Smiths","Franklin"
"10527",829,"Granite Springs","Westchester"
"12734",828,"Ferndale","Sullivan"
"13310",828,"Bouckville","Madison"
"13782",824,"Hamden","Delaware"
"12930",815,"Dickinson Center","Franklin"
"12434",813,"Grand Gorge","Delaware"
"12153",809,"Sand Lake","Rensselaer"
"14820",807,"Cameron Mills","Steuben"
"13454",800,"Salisbury Center","Herkimer"
"13750",788,"Davenport","Delaware"
"14855",785,"Jasper","Steuben"
"14825",784,"Chemung","Chemung"
"12762",783,"Mongaup Valley","Sullivan"
"13739",783,"Bloomville","Delaware"
"14803",782,"Alfred Station","Allegany"
"14815",776,"Bradford","Steuben"
"14897",772,"Whitesville","Allegany"
"12063",770,"East Schodack","Rensselaer"
"12842",765,"Indian Lake","Hamilton"
"12494",762,"West Shokan","Ulster"
"13319",761,"Chadwicks","Oneida"
"12032",753,"Caroga Lake","Fulton"
"12732",753,"Eldred","Sullivan"
"12156",752,"Schodack Landing","Rensselaer"
"14720",749,"Celoron","Chautauqua"
"12791",745,"Youngsville","Sullivan"
"14885",742,"Troupsburg","Steuben"
"12120",733,"Medusa","Albany"
"12409",723,"Bearsville","Ulster"
"11960",721,"Remsenburg","Suffolk"
"14462",718,"Groveland","Livingston"
"13780",708,"Guilford","Chenango"
"12028",707,"Buskirk","Rensselaer"
"13486",701,"Westernville","Oneida"
"10597",699,"Waccabuc","Westchester"
"14819",696,"Cameron","Steuben"
"12406",695,"Arkville","Delaware"
"12190",687,"Wells","Hamilton"
"12763",684,"Mountain Dale","Sullivan"
"12857",684,"Olmstedville","Essex"
"11958",683,"Peconic","Suffolk"
"12041",681,"Clarksville","Albany"
"13863",681,"Willet","Cortland"
"13844",674,"South Plymouth","Chenango"
"12950",674,"Lewis","Essex"
"14777",673,"Rushford","Allegany"
"11948",670,"Laurel","Suffolk"
"14841",665,"Hector","Schuyler"
"13470",665,"Stratford","Fulton"
"12878",663,"Stony Creek","Warren"
"12942",663,"Keene","Essex"
"12746",663,"Huguenot","Orange"
"14126",661,"Olcott","Niagara"
"12136",658,"Old Chatham","Columbia"
"13682",654,"Rodman","Jefferson"
"12022",652,"Berlin","Rensselaer"
"12485",650,"Tannersville","Greene"
"12469",642,"Preston Hollow","Albany"
"14069",642,"Glenwood","Erie"
"12175",639,"Summit","Schoharie"
"13321",639,"Clark Mills","Oneida"
"14824",639,"Cayuta","Schuyler"
"12838",638,"Hartford","Washington"
"12960",635,"Moriah","Essex"
"12810",630,"Athol","Warren"
"13337",628,"Fly Creek","Otsego"
"13842",627,"South Kortright","Delaware"
"13665",626,"Natural Bridge","Jefferson"
"11547",625,"Glenwood Landing","Nassau"
"11930",618,"Amagansett","Suffolk"
"12503",617,"Ancramdale","Columbia"
"12482",612,"South Cairo","Greene"
"12836",605,"Hague","Warren"
"14714",604,"Black Creek","Allegany"
"14536",599,"Portageville","Wyoming"
"10988",596,"Unionville","Orange"
"12604",594,"Poughkeepsie","Dutchess"
"12884",593,"Victory Mills","Saratoga"
"14877",583,"Rexville","Steuben"
